Time,CPU_CAP,CPU_USAGE,MEM_CAP,MEM_USAGE,CPU_AVAI,MEM_AVAI,NET_IN,NET_OUT,VBD_OO,VBD_RD,VBD_WR,LOAD1,LOAD5,Label
1316337248,100,40,511,467,60,44,8,41,0,0,0,0.27,0.43,0
1316337249,100,35,511,467,65,44,11,59,0,0,0,0.27,0.43,0
1316337250,100,24,511,467,76,44,8,40,0,0,0,0.27,0.43,0
1316337251,100,24,511,467,76,44,10,39,0,0,0,0.27,0.43,0
1316337252,100,37,511,467,63,44,9,44,0,0,0,0.27,0.43,0
1316337253,100,18,511,467,82,44,15,79,0,0,0,0.25,0.42,0
1316337254,100,35,511,467,65,44,13,74,0,0,0,0.25,0.42,0
1316337255,100,24,511,467,76,44,10,56,0,0,0,0.25,0.42,0
1316337256,100,36,511,467,64,44,14,63,0,0,0,0.25,0.42,0
1316337257,100,14,511,467,86,44,3,19,0,0,0,0.25,0.42,0
1316337258,100,34,511,467,66,44,7,31,0,0,0,0.39,0.45,0
1316337259,100,13,511,467,87,44,9,51,0,0,0,0.39,0.45,0
1316337260,100,19,511,467,81,44,8,38,0,0,0,0.39,0.45,0
1316337261,100,21,511,467,79,44,7,41,0,0,0,0.39,0.45,0
1316337262,100,18,511,467,82,44,12,63,0,0,0,0.39,0.45,0
1316337263,100,19,511,467,81,44,6,29,0,0,0,0.36,0.44,0
1316337264,100,28,511,467,72,44,5,22,0,0,0,0.36,0.44,0
1316337265,100,38,511,467,62,44,10,49,0,0,0,0.36,0.44,0
1316337266,100,10,511,467,90,44,7,38,0,0,0,0.36,0.44,0
1316337267,100,28,511,467,72,44,12,63,0,0,0,0.36,0.44,0
1316337268,100,17,511,467,83,44,7,30,0,0,0,0.33,0.43,0
1316337269,100,12,511,467,88,44,8,37,0,0,0,0.33,0.43,0
1316337270,100,30,511,467,70,44,8,44,0,0,0,0.33,0.43,0
1316337271,100,24,511,467,76,44,8,34,0,0,0,0.33,0.43,0
1316337272,100,16,511,467,84,44,12,48,0,0,0,0.33,0.43,0
1316337273,100,20,511,467,80,44,9,41,0,0,0,0.70,0.51,0
1316337274,100,20,511,467,80,44,9,42,0,0,0,0.70,0.51,0
1316337275,100,25,511,467,75,44,10,36,0,0,0,0.70,0.51,0
1316337276,100,19,511,467,81,44,9,44,0,0,0,0.70,0.51,0
1316337277,100,21,511,467,79,44,8,43,0,0,0,0.70,0.51,0
1316337278,100,21,511,467,79,44,6,26,0,0,0,0.65,0.50,0
1316337279,100,34,511,467,66,44,9,45,0,0,0,0.65,0.50,0
1316337280,100,27,511,467,73,44,8,35,0,0,0,0.65,0.50,0
1316337281,100,6,511,467,94,44,6,21,0,0,0,0.65,0.50,0
1316337282,100,38,511,467,62,44,11,57,0,0,0,0.65,0.50,0
1316337283,100,35,511,467,65,44,9,28,0,0,0,1.08,0.59,0
1316337284,100,14,511,467,86,44,10,57,0,0,0,1.08,0.59,0
1316337285,100,20,511,467,80,44,14,76,0,0,0,1.08,0.59,0
1316337286,100,43,511,467,57,44,14,56,0,0,0,1.08,0.59,0
1316337287,100,21,511,467,79,44,10,64,0,0,0,1.08,0.59,0
1316337288,100,15,511,467,85,44,12,59,0,0,0,0.99,0.58,0
1316337289,100,26,511,467,74,44,12,53,0,0,0,0.99,0.58,0
1316337290,100,39,511,467,61,44,9,42,0,0,0,0.99,0.58,0
1316337291,100,42,511,467,58,44,12,57,0,0,0,0.99,0.58,0
1316337292,100,22,511,467,78,44,10,57,0,0,0,0.99,0.58,0
1316337293,100,20,511,467,80,44,10,39,0,0,0,0.99,0.58,0
1316337294,100,23,511,467,77,44,9,43,0,0,0,0.91,0.57,0
1316337295,100,35,511,467,65,44,13,76,0,0,0,0.91,0.57,0
1316337296,100,29,511,467,71,44,8,31,0,0,0,0.91,0.57,0
1316337297,100,28,511,467,72,44,14,91,0,0,0,0.91,0.57,0
1316337298,100,19,511,467,81,44,9,50,0,0,0,0.91,0.57,0
1316337299,100,28,511,467,72,44,7,32,0,0,0,0.84,0.56,0
1316337300,100,19,511,467,81,44,10,61,0,0,0,0.84,0.56,0
1316337301,100,16,511,467,84,44,13,59,0,0,0,0.84,0.56,0
1316337302,100,17,511,467,83,44,10,51,0,0,0,0.84,0.56,0
1316337303,100,27,511,467,73,44,10,40,0,0,0,0.84,0.56,0
1316337304,100,10,511,467,90,44,8,34,0,0,0,0.77,0.55,0
1316337305,100,6,511,467,94,44,6,28,0,0,0,0.77,0.55,0
1316337306,100,16,511,467,84,44,8,41,0,0,0,0.77,0.55,0
1316337307,100,41,511,467,59,44,11,64,0,0,0,0.77,0.55,0
1316337308,100,24,511,467,76,44,10,64,0,0,0,0.77,0.55,0
1316337309,100,28,511,467,72,44,9,45,0,0,0,0.71,0.54,0
1316337310,100,22,511,467,78,44,8,36,0,0,0,0.71,0.54,0
1316337311,100,27,511,467,73,44,7,30,0,0,0,0.71,0.54,0
1316337312,100,33,511,467,67,44,10,40,0,0,0,0.71,0.54,0
1316337313,100,30,511,467,70,44,8,36,0,0,0,0.71,0.54,0
1316337314,100,31,511,467,69,44,11,35,0,0,0,0.65,0.53,0
1316337315,100,21,511,467,79,44,7,27,0,0,0,0.65,0.53,0
1316337316,100,20,511,467,80,44,9,46,0,0,0,0.65,0.53,0
1316337317,100,23,511,467,77,44,11,56,0,0,0,0.65,0.53,0
1316337318,100,12,511,467,88,44,8,43,0,0,0,0.65,0.53,0
1316337319,100,34,511,467,66,44,15,57,0,0,0,0.60,0.52,0
1316337320,100,41,511,467,59,44,12,41,0,0,0,0.60,0.52,0
1316337321,100,31,511,467,69,44,12,70,0,0,0,0.60,0.52,0
1316337322,100,16,511,467,84,44,7,35,0,0,0,0.60,0.52,0
1316337323,100,23,511,467,77,44,13,71,0,0,0,0.60,0.52,0
1316337324,100,41,511,467,59,44,13,52,0,0,0,0.55,0.51,0
1316337325,100,32,511,467,68,44,15,60,0,0,0,0.55,0.51,0
1316337326,100,8,511,467,92,44,10,53,0,0,0,0.55,0.51,0
1316337327,100,46,511,467,54,44,11,49,0,0,0,0.55,0.51,0
1316337328,100,24,511,467,76,44,10,50,0,0,0,0.55,0.51,0
1316337329,100,33,511,467,67,44,10,56,0,0,0,0.59,0.52,0
1316337330,100,16,511,467,84,44,8,40,0,0,0,0.59,0.52,0
1316337331,100,36,511,467,64,44,8,39,0,0,0,0.59,0.52,0
1316337332,100,30,511,467,70,44,10,37,0,0,0,0.59,0.52,0
1316337333,100,18,511,467,82,44,8,44,0,0,0,0.59,0.52,0
1316337334,100,33,511,467,67,44,12,55,0,0,0,0.54,0.51,0
1316337335,100,40,511,467,60,44,12,62,0,0,0,0.54,0.51,0
1316337336,100,16,511,467,84,44,7,31,0,0,0,0.54,0.51,0
1316337337,100,20,511,467,80,44,8,48,0,0,0,0.54,0.51,0
1316337338,100,28,511,467,72,44,6,18,0,0,0,0.54,0.51,0
1316337339,100,31,511,467,69,44,10,42,0,0,0,0.49,0.50,0
1316337340,100,9,511,467,91,44,8,47,0,0,0,0.49,0.50,0
1316337341,100,19,511,467,81,44,6,33,0,0,0,0.49,0.50,0
1316337342,100,10,511,467,90,44,7,32,0,0,0,0.49,0.50,0
1316337343,100,16,511,467,84,44,10,47,0,0,0,0.49,0.50,0
1316337344,100,30,511,467,70,44,13,55,0,0,0,0.45,0.49,0
1316337345,100,25,511,467,75,44,9,44,0,0,0,0.45,0.49,0
1316337346,100,13,511,467,87,44,6,17,0,0,0,0.45,0.49,0
1316337347,100,15,511,467,85,44,8,24,0,0,0,0.45,0.49,0
1316337348,100,25,511,467,75,44,7,31,0,0,0,0.45,0.49,0
1316337349,100,20,511,467,80,44,8,37,0,0,0,0.50,0.50,0
1316337350,100,22,511,467,78,44,7,39,0,0,0,0.50,0.50,0
1316337351,100,7,511,467,93,44,7,36,0,0,0,0.50,0.50,0
1316337352,100,23,511,467,77,44,9,42,0,0,0,0.50,0.50,0
1316337353,100,16,511,467,84,44,10,48,0,0,0,0.50,0.50,0
1316337354,100,20,511,467,80,44,10,43,0,0,0,0.46,0.49,0
1316337355,100,26,511,467,74,44,10,49,0,0,0,0.46,0.49,0
1316337356,100,22,511,467,78,44,9,41,0,0,0,0.46,0.49,0
1316337357,100,41,511,467,59,44,10,55,0,0,0,0.46,0.49,0
1316337358,100,17,511,467,83,44,13,38,0,0,0,0.46,0.49,0
1316337359,100,31,511,467,69,44,10,49,0,0,0,0.42,0.49,0
1316337360,100,39,511,467,61,44,10,56,0,0,0,0.42,0.49,0
1316337361,100,43,511,468,57,43,9,44,0,0,0,0.42,0.49,0
1316337362,100,16,511,468,84,43,9,42,0,0,0,0.42,0.49,0
1316337363,100,11,511,468,89,43,9,41,0,0,0,0.42,0.49,0
1316337364,100,30,511,468,70,43,11,66,0,0,0,0.39,0.48,0
1316337365,100,18,511,468,82,43,10,39,0,0,0,0.39,0.48,0
1316337366,100,17,511,468,83,43,14,57,0,0,0,0.39,0.48,0
1316337367,100,22,511,468,78,43,11,40,0,0,0,0.39,0.48,0
1316337368,100,22,511,468,78,43,9,44,0,0,0,0.39,0.48,0
1316337369,100,36,511,468,64,43,14,78,0,0,0,0.36,0.47,0
1316337370,100,16,511,468,84,43,10,39,0,0,0,0.36,0.47,0
1316337371,100,24,511,468,76,43,9,44,0,0,0,0.36,0.47,0
1316337372,100,32,511,468,68,43,9,27,0,0,0,0.36,0.47,0
1316337373,100,51,511,468,49,43,15,60,0,0,0,0.36,0.47,0
1316337374,100,9,511,468,91,43,7,33,0,0,0,0.33,0.46,0
1316337375,100,51,511,468,49,43,15,68,0,0,0,0.33,0.46,0
1316337376,100,33,511,468,67,43,7,41,0,0,0,0.33,0.46,0
1316337377,100,29,511,468,71,43,12,51,0,0,0,0.33,0.46,0
1316337378,100,22,511,468,78,43,7,38,0,0,0,0.33,0.46,0
1316337379,100,19,511,468,81,43,6,35,0,0,0,0.30,0.45,0
1316337380,100,15,511,468,85,43,8,41,0,0,0,0.30,0.45,0
1316337381,100,44,511,468,56,43,13,49,0,0,0,0.30,0.45,0
1316337382,100,34,511,468,66,43,8,43,0,0,0,0.30,0.45,0
1316337383,100,35,511,468,65,43,9,39,0,0,0,0.30,0.45,0
1316337384,100,27,511,468,73,43,7,34,0,0,0,0.36,0.46,0
1316337385,100,19,511,468,81,43,9,47,0,0,0,0.36,0.46,0
1316337386,100,27,511,468,73,43,9,45,0,0,0,0.36,0.46,0
1316337387,100,24,511,468,76,43,10,46,0,0,0,0.36,0.46,0
1316337388,100,23,511,468,77,43,11,53,0,0,0,0.33,0.45,0
1316337389,100,25,511,468,75,43,5,24,0,0,0,0.33,0.45,0
1316337390,100,21,511,468,79,43,8,41,0,0,0,0.33,0.45,0
1316337391,100,9,511,468,91,43,8,49,0,0,0,0.33,0.45,0
1316337392,100,29,511,468,71,43,11,61,0,0,0,0.33,0.45,0
1316337393,100,24,511,468,76,43,7,37,0,0,0,0.46,0.48,0
1316337394,100,14,511,468,86,43,11,75,0,0,0,0.46,0.48,0
1316337395,100,27,511,468,73,43,9,39,0,0,0,0.46,0.48,0
1316337396,100,42,511,468,58,43,6,34,0,0,0,0.46,0.48,0
1316337397,100,7,511,468,93,43,8,34,0,0,0,0.46,0.48,0
1316337398,100,12,511,468,88,43,10,58,0,0,0,0.42,0.47,0
1316337399,100,32,511,468,68,43,8,33,0,0,0,0.42,0.47,0
1316337400,100,34,511,468,66,43,11,58,0,0,0,0.42,0.47,0
1316337401,100,31,511,468,69,43,10,44,0,0,0,0.42,0.47,0
1316337402,100,14,511,468,86,43,12,62,0,0,0,0.42,0.47,0
1316337403,100,8,511,468,92,43,5,19,0,0,0,0.39,0.46,0
1316337404,100,24,511,468,76,43,14,69,0,0,0,0.39,0.46,0
1316337405,100,27,511,468,73,43,9,48,0,0,0,0.39,0.46,0
1316337406,100,43,511,468,57,43,10,46,0,0,0,0.39,0.46,0
1316337407,100,18,511,468,82,43,11,53,0,0,0,0.39,0.46,0
1316337408,100,21,511,468,79,43,10,48,0,0,0,0.36,0.46,0
1316337409,100,30,511,468,70,43,11,58,0,0,0,0.36,0.46,0
1316337410,100,30,511,468,70,43,6,32,0,0,0,0.36,0.46,0
1316337411,100,30,511,468,70,43,11,39,0,0,0,0.36,0.46,0
1316337412,100,13,511,468,87,43,6,28,0,0,0,0.36,0.46,0
1316337413,100,46,511,468,54,43,12,60,0,0,0,0.65,0.51,0
1316337414,100,13,511,468,87,43,7,32,0,0,0,0.65,0.51,0
1316337415,100,24,511,468,76,43,12,56,0,0,0,0.65,0.51,0
1316337416,100,32,511,468,68,43,7,38,0,0,0,0.65,0.51,0
1316337417,100,29,511,468,71,43,7,32,0,0,0,0.65,0.51,0
1316337418,100,26,511,468,74,43,12,62,0,0,0,0.84,0.56,0
1316337419,100,27,511,468,73,43,8,45,0,0,0,0.84,0.56,0
1316337420,100,16,511,468,84,43,9,48,0,0,0,0.84,0.56,0
1316337421,100,30,511,468,70,43,5,23,0,0,0,0.84,0.56,0
1316337422,100,34,511,468,66,43,11,40,0,0,0,0.84,0.56,0
1316337423,100,20,511,468,80,43,11,68,0,0,0,0.85,0.56,0
1316337424,100,40,511,468,60,43,12,54,0,0,0,0.85,0.56,0
1316337425,100,34,511,468,66,43,15,101,0,0,0,0.85,0.56,0
1316337426,100,20,511,468,80,43,12,67,0,0,0,0.85,0.56,0
1316337427,100,43,511,468,57,43,16,82,0,0,0,0.85,0.56,0
1316337428,100,21,511,468,79,43,10,55,0,0,0,0.86,0.57,0
1316337429,100,71,511,468,29,43,15,74,0,0,0,0.86,0.57,0
1316337430,100,9,511,468,91,43,10,61,0,0,0,0.86,0.57,0
1316337431,100,30,511,468,70,43,12,66,0,0,0,0.86,0.57,0
1316337432,100,30,511,468,70,43,8,39,0,0,0,0.86,0.57,0
1316337433,100,17,511,468,83,43,10,38,0,0,0,0.79,0.56,0
1316337434,100,15,511,468,85,43,8,39,0,0,0,0.79,0.56,0
1316337435,100,45,511,468,55,43,11,45,0,0,0,0.79,0.56,0
1316337436,100,36,511,468,64,43,9,46,0,0,0,0.79,0.56,0
1316337437,100,30,511,468,70,43,8,49,0,0,0,0.79,0.56,0
1316337438,100,21,511,468,79,43,8,35,0,0,0,0.73,0.55,0
1316337439,100,40,511,468,60,43,12,67,0,0,0,0.73,0.55,0
1316337440,100,10,511,468,90,43,21,62,0,0,0,0.73,0.55,0
1316337441,100,31,511,468,69,43,11,73,0,0,0,0.73,0.55,0
1316337442,100,28,511,468,72,43,10,36,0,0,0,0.73,0.55,0
1316337443,100,21,511,468,79,43,9,51,0,0,0,0.67,0.54,0
1316337444,100,11,511,468,89,43,11,63,0,0,0,0.67,0.54,0
1316337445,100,32,511,468,68,43,6,33,0,0,0,0.67,0.54,0
1316337446,100,8,511,468,92,43,7,35,0,0,0,0.67,0.54,0
1316337447,100,42,511,468,58,43,13,62,0,0,0,0.67,0.54,0
1316337448,100,18,511,468,82,43,8,44,0,0,0,0.62,0.53,0
1316337449,100,30,511,468,70,43,8,28,0,0,0,0.62,0.53,0
1316337450,100,49,511,468,51,43,11,59,0,0,0,0.62,0.53,0
1316337451,100,14,511,468,86,43,5,25,0,0,0,0.62,0.53,0
1316337452,100,26,511,468,74,43,13,69,0,0,0,0.62,0.53,0
1316337453,100,49,511,468,51,43,9,48,0,0,0,0.73,0.56,0
1316337454,100,47,511,468,53,43,13,63,0,0,0,0.73,0.56,0
1316337455,100,28,511,468,72,43,16,78,0,0,0,0.73,0.56,0
1316337456,100,52,511,468,48,43,16,78,0,0,0,0.73,0.56,0
1316337457,100,58,511,468,42,43,12,64,0,0,0,0.73,0.56,0
1316337458,100,37,511,468,63,43,13,63,0,0,0,0.67,0.55,0
1316337459,100,44,511,468,56,43,14,75,0,0,0,0.67,0.55,0
1316337460,100,40,511,468,60,43,11,65,0,0,0,0.67,0.55,0
1316337461,100,26,511,468,74,43,16,69,0,0,0,0.67,0.55,0
1316337462,100,31,511,468,69,43,16,69,0,0,0,0.67,0.55,0
1316337463,100,67,511,468,33,43,15,77,0,0,0,0.67,0.55,0
1316337464,100,14,511,468,86,43,12,50,0,0,0,0.69,0.55,0
1316337465,100,37,511,468,63,43,13,67,0,0,0,0.69,0.55,0
1316337466,100,45,511,468,55,43,10,47,0,0,0,0.69,0.55,0
1316337467,100,56,511,468,44,43,14,64,0,0,0,0.69,0.55,0
1316337468,100,31,511,468,69,43,12,58,0,0,0,0.69,0.55,0
1316337469,100,44,511,468,56,43,17,75,0,0,0,0.72,0.56,0
1316337470,100,33,511,468,67,43,14,67,0,0,0,0.72,0.56,0
1316337471,100,56,511,468,44,43,14,70,0,0,0,0.72,0.56,0
1316337472,100,19,511,468,81,43,11,59,0,0,0,0.72,0.56,0
1316337473,100,18,511,468,82,43,10,49,0,0,0,0.72,0.56,0
1316337474,100,24,511,468,76,43,9,55,0,0,0,0.66,0.55,0
1316337475,100,32,511,468,68,43,11,68,0,0,0,0.66,0.55,0
1316337476,100,37,511,468,63,43,12,62,0,0,0,0.66,0.55,0
1316337477,100,33,511,468,67,43,15,89,0,0,0,0.66,0.55,0
1316337478,100,31,511,468,69,43,8,38,0,0,0,0.66,0.55,0
1316337479,100,32,511,468,68,43,12,67,0,0,0,0.61,0.54,0
1316337480,100,40,511,468,60,43,12,50,0,0,0,0.61,0.54,0
1316337481,100,41,511,468,59,43,11,58,0,0,0,0.61,0.54,0
1316337482,100,72,511,468,28,43,16,102,0,0,0,0.61,0.54,0
1316337483,100,32,511,468,68,43,10,40,0,0,0,0.61,0.54,0
1316337484,100,35,511,468,65,43,9,37,0,0,0,0.56,0.53,0
1316337485,100,22,511,468,78,43,8,35,0,0,0,0.56,0.53,0
1316337486,100,51,511,468,49,43,10,48,0,0,0,0.56,0.53,0
1316337487,100,38,511,468,62,43,10,46,0,0,0,0.56,0.53,0
1316337488,100,38,511,468,62,43,10,47,0,0,0,0.56,0.53,0
1316337489,100,24,511,468,76,43,13,64,0,0,0,0.75,0.57,0
1316337490,100,33,511,468,67,43,11,47,0,0,0,0.75,0.57,0
1316337491,100,37,511,468,63,43,12,64,0,0,0,0.75,0.57,0
1316337492,100,55,511,468,45,43,14,52,0,0,0,0.75,0.57,0
1316337493,100,23,511,468,77,43,8,40,0,0,0,0.75,0.57,0
1316337494,100,33,511,468,67,43,10,49,0,0,0,0.77,0.58,0
1316337495,100,20,511,468,80,43,8,48,0,0,0,0.77,0.58,0
1316337496,100,37,511,468,63,43,13,52,0,0,0,0.77,0.58,0
1316337497,100,28,511,468,72,43,12,54,0,0,0,0.77,0.58,0
1316337498,100,32,511,468,68,43,9,52,0,0,0,0.77,0.58,0
1316337499,100,39,511,468,61,43,11,63,0,0,0,0.71,0.57,0
1316337500,100,7,511,468,93,43,7,31,0,0,0,0.71,0.57,0
1316337501,100,12,511,468,88,43,9,55,0,0,0,0.71,0.57,0
1316337502,100,12,511,468,88,43,9,45,0,0,0,0.71,0.57,0
1316337503,100,25,511,468,75,43,8,39,0,0,0,0.71,0.57,0
1316337504,100,37,511,468,63,43,9,38,0,0,0,0.65,0.56,0
1316337505,100,22,511,468,78,43,11,39,0,0,0,0.65,0.56,0
1316337506,100,36,511,468,64,43,7,44,0,0,0,0.65,0.56,0
1316337507,100,21,511,468,79,43,10,48,0,0,0,0.65,0.56,0
1316337508,100,26,511,468,74,43,11,38,0,0,0,0.65,0.56,0
1316337509,100,11,511,468,89,43,6,39,0,0,0,0.60,0.55,0
1316337510,100,21,511,468,79,43,9,36,0,0,0,0.60,0.55,0
1316337511,100,19,511,468,81,43,11,55,0,0,0,0.60,0.55,0
1316337512,100,4,511,468,96,43,6,37,0,0,0,0.60,0.55,0
1316337513,100,14,511,468,86,43,9,40,0,0,0,0.60,0.55,0
1316337514,100,25,511,468,75,43,16,54,0,0,0,0.71,0.57,0
1316337515,100,23,511,468,77,43,7,37,0,0,0,0.71,0.57,0
1316337516,100,28,511,468,72,43,8,38,0,0,0,0.71,0.57,0
1316337517,100,27,511,468,73,43,10,57,0,0,0,0.71,0.57,0
1316337518,100,20,511,468,80,43,6,28,0,0,0,0.71,0.57,0
1316337519,100,31,511,468,69,43,8,35,0,0,0,0.66,0.56,0
1316337520,100,48,511,468,52,43,10,54,0,0,0,0.66,0.56,0
1316337521,100,29,511,468,71,43,13,57,0,0,0,0.66,0.56,0
1316337522,100,16,511,468,84,43,8,35,0,0,0,0.66,0.56,0
1316337523,100,16,511,468,84,43,7,26,0,0,0,0.66,0.56,0
1316337524,100,20,511,468,80,43,6,29,0,0,0,0.60,0.55,0
1316337525,100,20,511,468,80,43,14,54,0,0,0,0.60,0.55,0
1316337526,100,29,511,468,71,43,8,35,0,0,0,0.60,0.55,0
1316337527,100,5,511,468,95,43,6,36,0,0,0,0.60,0.55,0
1316337528,100,16,511,468,84,43,9,40,0,0,0,0.60,0.55,0
1316337529,100,11,511,468,89,43,10,42,0,0,0,0.56,0.55,0
1316337530,100,10,511,468,90,43,7,26,0,0,0,0.56,0.55,0
1316337531,100,22,511,468,78,43,6,40,0,0,0,0.56,0.55,0
1316337532,100,44,511,468,56,43,10,45,0,0,0,0.56,0.55,0
1316337533,100,20,511,468,80,43,8,43,0,0,0,0.67,0.57,0
1316337534,100,20,511,468,80,43,5,24,0,0,0,0.67,0.57,0
1316337535,100,12,511,468,88,43,3,13,0,0,0,0.67,0.57,0
1316337536,100,19,511,468,81,43,9,34,0,0,0,0.67,0.57,0
1316337537,100,12,511,468,88,43,5,23,0,0,0,0.67,0.57,0
1316337538,100,15,511,468,85,43,6,35,0,0,0,0.62,0.56,0
1316337539,100,25,511,468,75,43,8,35,0,0,0,0.62,0.56,0
1316337540,100,19,511,468,81,43,12,58,0,0,0,0.62,0.56,0
1316337541,100,21,511,468,79,43,7,36,0,0,0,0.62,0.56,0
1316337542,100,24,511,468,76,43,8,38,0,0,0,0.62,0.56,0
1316337543,100,47,511,468,53,43,10,44,0,0,0,0.57,0.55,0
1316337544,100,19,511,468,81,43,9,41,0,0,0,0.57,0.55,0
1316337545,100,25,511,468,75,43,8,36,0,0,0,0.57,0.55,0
1316337546,100,14,511,468,86,43,10,41,0,0,0,0.57,0.55,0
1316337547,100,25,511,468,75,43,11,70,0,0,0,0.57,0.55,0
1316337548,100,14,511,468,86,43,9,35,0,0,0,0.52,0.54,0
1316337549,100,36,511,468,64,43,6,27,0,0,0,0.52,0.54,0
1316337550,100,36,511,468,64,43,10,57,0,0,0,0.52,0.54,0
1316337551,100,18,511,468,82,43,7,28,0,0,0,0.52,0.54,0
1316337552,100,31,511,468,69,43,7,34,0,0,0,0.52,0.54,0
1316337553,100,19,511,468,81,43,6,22,0,0,0,0.48,0.53,0
1316337554,100,36,511,468,64,43,11,60,0,0,0,0.48,0.53,0
1316337555,100,17,511,468,83,43,11,61,0,0,0,0.48,0.53,0
1316337556,100,16,511,468,84,43,7,35,0,0,0,0.48,0.53,0
1316337557,100,34,511,468,66,43,10,45,0,0,0,0.48,0.53,0
1316337558,100,12,511,468,88,43,11,54,0,0,0,0.44,0.52,0
1316337559,100,32,511,468,68,43,8,41,0,0,0,0.44,0.52,0
1316337560,100,44,511,468,56,43,9,46,0,0,0,0.44,0.52,0
1316337561,100,56,511,468,44,43,10,53,0,0,0,0.44,0.52,0
1316337562,100,7,511,468,93,43,9,46,0,0,0,0.44,0.52,0
1316337563,100,18,511,468,82,43,6,31,0,0,0,0.41,0.51,0
1316337564,100,13,511,468,87,43,13,57,0,0,0,0.41,0.51,0
1316337565,100,55,511,468,45,43,11,58,0,0,0,0.41,0.51,0
1316337566,100,23,511,468,77,43,8,45,0,0,0,0.41,0.51,0
1316337567,100,35,511,468,65,43,11,59,0,0,0,0.41,0.51,0
1316337568,100,25,511,468,75,43,12,55,0,0,0,0.37,0.50,0
1316337569,100,48,511,468,52,43,10,45,0,0,0,0.37,0.50,0
1316337570,100,35,511,468,65,43,10,50,0,0,0,0.37,0.50,0
1316337571,100,5,511,468,95,43,6,23,0,0,0,0.37,0.50,0
1316337572,100,20,511,468,80,43,10,49,0,0,0,0.37,0.50,0
1316337573,100,17,511,468,83,43,6,27,0,0,0,0.34,0.50,0
1316337574,100,23,511,468,77,43,10,48,0,0,0,0.34,0.50,0
1316337575,100,29,511,468,71,43,10,56,0,0,0,0.34,0.50,0
1316337576,100,32,511,468,68,43,12,59,0,0,0,0.34,0.50,0
1316337577,100,6,511,468,94,43,3,13,0,0,0,0.34,0.50,0
1316337578,100,32,511,468,68,43,8,31,0,0,0,0.31,0.49,0
1316337579,100,22,511,468,78,43,6,33,0,0,0,0.31,0.49,0
1316337580,100,31,511,468,69,43,12,41,0,0,0,0.31,0.49,0
1316337581,100,35,511,468,65,43,10,56,0,0,0,0.31,0.49,0
1316337582,100,16,511,468,84,43,9,56,0,0,0,0.31,0.49,0
1316337583,100,37,511,468,63,43,9,38,0,0,0,0.31,0.49,0
1316337584,100,31,511,468,69,43,11,67,0,0,0,0.29,0.48,0
1316337585,100,24,511,468,76,43,10,43,0,0,0,0.29,0.48,0
1316337586,100,42,511,468,58,43,12,73,0,0,0,0.29,0.48,0
1316337587,100,21,511,468,79,43,6,28,0,0,0,0.29,0.48,0
1316337588,100,25,511,468,75,43,4,14,0,0,0,0.29,0.48,0
1316337589,100,25,511,468,75,43,11,54,0,0,0,0.27,0.47,0
1316337590,100,35,511,468,65,43,12,53,0,0,0,0.27,0.47,0
1316337591,100,23,511,468,77,43,12,50,0,0,0,0.27,0.47,0
1316337592,100,21,511,468,79,43,9,39,0,0,0,0.27,0.47,0
1316337593,100,44,511,468,56,43,13,64,0,0,0,0.27,0.47,0
1316337594,100,10,511,468,90,43,8,38,0,0,0,0.24,0.46,0
1316337595,100,29,511,468,71,43,9,40,0,0,0,0.24,0.46,0
1316337596,100,34,511,468,66,43,8,43,0,0,0,0.24,0.46,0
1316337597,100,14,511,468,86,43,10,50,0,0,0,0.24,0.46,0
1316337598,100,16,511,468,84,43,8,37,0,0,0,0.24,0.46,0
1316337599,100,29,511,468,71,43,13,68,0,0,0,0.22,0.45,0
1316337600,100,25,511,468,75,43,9,55,0,0,0,0.22,0.45,0
1316337601,100,29,511,468,71,43,9,34,0,0,0,0.22,0.45,0
1316337602,100,34,511,468,66,43,13,69,0,0,0,0.22,0.45,0
1316337603,100,26,511,468,74,43,11,51,0,0,0,0.22,0.45,0
1316337604,100,20,511,468,80,43,14,91,0,0,0,0.21,0.45,0
1316337605,100,43,511,468,57,43,11,58,0,0,0,0.21,0.45,0
1316337606,100,28,511,468,72,43,10,49,0,0,0,0.21,0.45,0
1316337607,100,9,511,468,91,43,6,32,0,0,0,0.21,0.45,0
1316337608,100,21,511,468,79,43,8,40,0,0,0,0.21,0.45,0
1316337609,100,27,511,468,73,43,8,43,0,0,0,0.19,0.44,0
1316337610,100,11,511,468,89,43,8,47,0,0,0,0.19,0.44,0
1316337611,100,54,511,468,46,43,8,36,0,0,0,0.19,0.44,0
1316337612,100,26,511,468,74,43,6,25,0,0,0,0.19,0.44,0
1316337613,100,9,511,468,91,43,9,50,0,0,0,0.19,0.44,0
1316337614,100,20,511,468,80,43,9,45,0,0,0,0.17,0.43,0
1316337615,100,33,511,468,67,43,13,69,0,0,0,0.17,0.43,0
1316337616,100,23,511,468,77,43,7,38,0,0,0,0.17,0.43,0
1316337617,100,30,511,468,70,43,7,29,0,0,0,0.17,0.43,0
1316337618,100,20,511,468,80,43,7,30,0,0,0,0.17,0.43,0
1316337619,100,22,511,468,78,43,10,58,0,0,0,0.16,0.42,0
1316337620,100,28,511,468,72,43,12,61,0,0,0,0.16,0.42,0
1316337621,100,12,511,468,88,43,7,37,0,0,0,0.16,0.42,0
1316337622,100,12,511,468,88,43,10,37,0,0,0,0.16,0.42,0
