Time,CPU_CAP,CPU_USAGE,MEM_CAP,MEM_USAGE,CPU_AVAI,MEM_AVAI,NET_IN,NET_OUT,VBD_OO,VBD_RD,VBD_WR,LOAD1,LOAD5,Label
1316333429,100,10,511,246,90,265,7,33,0,0,0,0.31,1.04,0
1316333430,100,25,511,246,75,265,12,47,0,0,0,0.31,1.04,0
1316333431,100,35,511,246,65,265,10,37,0,0,0,0.31,1.04,0
1316333432,100,38,511,246,62,265,11,53,0,0,0,0.31,1.04,0
1316333433,100,8,511,246,92,265,6,27,0,0,0,0.31,1.04,0
1316333434,100,38,511,246,62,265,14,78,0,0,0,0.28,1.03,0
1316333435,100,33,511,246,67,265,12,47,0,0,0,0.28,1.03,0
1316333436,100,31,511,246,69,265,12,49,0,0,0,0.28,1.03,0
1316333437,100,8,511,246,92,265,8,30,0,0,0,0.28,1.03,0
1316333438,100,15,511,246,85,265,7,37,0,0,0,0.28,1.03,0
1316333439,100,23,511,246,77,265,4,18,0,0,0,0.26,1.01,0
1316333440,100,39,511,246,61,265,10,32,0,0,0,0.26,1.01,0
1316333441,100,25,511,246,75,265,11,67,0,0,0,0.26,1.01,0
1316333442,100,37,511,246,63,265,12,75,0,0,0,0.26,1.01,0
1316333443,100,22,511,246,78,265,12,42,0,0,0,0.26,1.01,0
1316333444,100,28,511,246,72,265,9,52,0,0,0,0.24,0.99,0
1316333445,100,23,511,246,77,265,8,48,0,0,0,0.24,0.99,0
1316333446,100,37,511,247,63,264,9,51,0,0,0,0.24,0.99,0
1316333447,100,26,511,247,74,264,11,51,0,0,0,0.24,0.99,0
1316333448,100,36,511,247,64,264,8,40,0,0,0,0.24,0.99,0
1316333449,100,36,511,247,64,264,9,37,0,0,0,0.22,0.97,0
1316333450,100,27,511,247,73,264,15,79,0,0,0,0.22,0.97,0
1316333451,100,22,511,247,78,264,9,48,0,0,0,0.22,0.97,0
1316333452,100,24,511,247,76,264,10,39,0,0,0,0.22,0.97,0
1316333453,100,16,511,247,84,264,8,31,0,0,0,0.20,0.96,0
1316333454,100,32,511,247,68,264,8,50,0,0,0,0.20,0.96,0
1316333455,100,13,511,247,87,264,6,21,0,0,0,0.20,0.96,0
1316333456,100,22,511,247,78,264,13,60,0,0,0,0.20,0.96,0
1316333457,100,22,511,247,78,264,10,42,0,0,0,0.20,0.96,0
1316333458,100,17,511,247,83,264,8,41,0,0,0,0.35,0.98,0
1316333459,100,27,511,247,73,264,8,34,0,0,0,0.35,0.98,0
1316333460,100,16,511,247,84,264,7,34,0,0,0,0.35,0.98,0
1316333461,100,26,511,247,74,264,7,39,0,0,0,0.35,0.98,0
1316333462,100,45,511,247,55,264,14,69,0,0,0,0.35,0.98,0
1316333463,100,24,511,247,76,264,9,60,0,0,0,0.48,0.99,0
1316333464,100,25,511,247,75,264,10,46,0,0,0,0.48,0.99,0
1316333465,100,21,511,247,79,264,9,54,0,0,0,0.48,0.99,0
1316333466,100,10,511,247,90,264,7,43,0,0,0,0.48,0.99,0
1316333467,100,36,511,247,64,264,8,36,0,0,0,0.48,0.99,0
1316333468,100,20,511,247,80,264,9,50,0,0,0,0.44,0.98,0
1316333469,100,17,511,247,83,264,7,32,0,0,0,0.44,0.98,0
1316333470,100,13,511,247,87,264,5,18,0,0,0,0.44,0.98,0
1316333471,100,12,511,247,88,264,8,35,0,0,0,0.44,0.98,0
1316333472,100,21,511,247,79,264,8,39,0,0,0,0.44,0.98,0
1316333473,100,19,511,247,81,264,7,31,0,0,0,0.40,0.96,0
1316333474,100,34,511,247,66,264,9,42,0,0,0,0.40,0.96,0
1316333475,100,20,511,247,80,264,13,61,0,0,0,0.40,0.96,0
1316333476,100,13,511,247,87,264,7,32,0,0,0,0.40,0.96,0
1316333477,100,18,511,247,82,264,6,28,0,0,0,0.40,0.96,0
1316333478,100,15,511,247,85,264,6,28,0,0,0,0.37,0.94,0
1316333479,100,18,511,247,82,264,9,40,0,0,0,0.37,0.94,0
1316333480,100,32,511,247,68,264,11,59,0,0,0,0.37,0.94,0
1316333481,100,26,511,248,74,263,8,38,0,0,0,0.37,0.94,0
1316333482,100,30,511,248,70,263,13,81,0,0,0,0.37,0.94,0
1316333483,100,21,511,248,79,263,9,42,0,0,0,0.34,0.93,0
1316333484,100,20,511,248,80,263,9,46,0,0,0,0.34,0.93,0
1316333485,100,33,511,248,67,263,13,70,0,0,0,0.34,0.93,0
1316333486,100,22,511,248,78,263,8,44,0,0,0,0.34,0.93,0
1316333487,100,8,511,248,92,263,6,35,0,0,0,0.34,0.93,0
1316333488,100,28,511,248,72,263,8,33,0,0,0,0.39,0.93,0
1316333489,100,27,511,248,73,263,11,44,0,0,0,0.39,0.93,0
1316333490,100,23,511,248,77,263,10,42,0,0,0,0.39,0.93,0
1316333491,100,4,511,248,96,263,5,32,0,0,0,0.39,0.93,0
1316333492,100,43,511,248,57,263,9,36,0,0,0,0.39,0.93,0
1316333493,100,26,511,248,74,263,8,39,0,0,0,0.36,0.91,0
1316333494,100,34,511,248,66,263,11,52,0,0,0,0.36,0.91,0
1316333495,100,31,511,248,69,263,11,56,0,0,0,0.36,0.91,0
1316333496,100,5,511,248,95,263,9,44,0,0,0,0.36,0.91,0
1316333497,100,11,511,248,89,263,7,36,0,0,0,0.36,0.91,0
1316333498,100,20,511,248,80,263,9,44,0,0,0,0.33,0.90,0
1316333499,100,18,511,248,82,263,8,27,0,0,0,0.33,0.90,0
1316333500,100,21,511,248,79,263,6,28,0,0,0,0.33,0.90,0
1316333501,100,7,511,248,93,263,5,21,0,0,0,0.33,0.90,0
1316333502,100,18,511,248,82,263,7,36,0,0,0,0.33,0.90,0
1316333503,100,18,511,248,82,263,8,40,0,0,0,0.31,0.88,0
1316333504,100,21,511,248,79,263,8,41,0,0,0,0.31,0.88,0
1316333505,100,20,511,249,80,262,10,59,0,0,0,0.31,0.88,0
1316333506,100,15,511,249,85,262,9,35,0,0,0,0.31,0.88,0
1316333507,100,14,511,249,86,262,8,51,0,0,0,0.31,0.88,0
1316333508,100,20,511,249,80,262,8,30,0,0,0,0.28,0.87,0
1316333509,100,16,511,249,84,262,7,36,0,0,0,0.28,0.87,0
1316333510,100,16,511,249,84,262,9,43,0,0,0,0.28,0.87,0
1316333511,100,17,511,249,83,262,3,15,0,0,0,0.28,0.87,0
1316333512,100,10,511,249,90,262,6,23,0,0,0,0.28,0.87,0
1316333513,100,19,511,249,81,262,7,32,0,0,0,0.26,0.85,0
1316333514,100,28,511,249,72,262,13,67,0,0,0,0.26,0.85,0
1316333515,100,31,511,249,69,262,8,46,0,0,0,0.26,0.85,0
1316333516,100,12,511,249,88,262,11,47,0,0,0,0.26,0.85,0
1316333517,100,8,511,249,92,262,6,27,0,0,0,0.26,0.85,0
1316333518,100,8,511,249,92,262,10,51,0,0,0,0.24,0.84,0
1316333519,100,15,511,249,85,262,10,49,0,0,0,0.24,0.84,0
1316333520,100,13,511,249,87,262,8,37,0,0,0,0.24,0.84,0
1316333521,100,32,511,249,68,262,9,42,0,0,0,0.24,0.84,0
1316333522,100,17,511,249,83,262,11,54,0,0,0,0.24,0.84,0
1316333523,100,25,511,249,75,262,11,65,0,0,0,0.54,0.89,0
1316333524,100,26,511,249,74,262,7,30,0,0,0,0.54,0.89,0
1316333525,100,10,511,249,90,262,7,42,0,0,0,0.54,0.89,0
1316333526,100,26,511,249,74,262,9,50,0,0,0,0.54,0.89,0
1316333527,100,25,511,249,75,262,11,45,0,0,0,0.54,0.89,0
1316333528,100,24,511,249,76,262,6,24,0,0,0,0.58,0.89,0
1316333529,100,12,511,249,88,262,9,28,0,0,0,0.58,0.89,0
1316333530,100,26,511,249,74,262,9,43,0,0,0,0.58,0.89,0
1316333531,100,49,511,249,51,262,10,44,0,0,0,0.58,0.89,0
1316333532,100,31,511,249,69,262,10,54,0,0,0,0.58,0.89,0
1316333533,100,14,511,249,86,262,9,50,0,0,0,0.53,0.88,0
1316333534,100,32,511,249,68,262,9,50,0,0,0,0.53,0.88,0
1316333535,100,17,511,249,83,262,9,34,0,0,0,0.53,0.88,0
1316333536,100,17,511,249,83,262,7,38,0,0,0,0.53,0.88,0
1316333537,100,16,511,249,84,262,6,28,0,0,0,0.53,0.88,0
1316333538,100,22,511,249,78,262,9,40,0,0,0,0.49,0.86,0
1316333539,100,11,511,249,89,262,10,49,0,0,0,0.49,0.86,0
1316333540,100,19,511,249,81,262,9,51,0,0,0,0.49,0.86,0
1316333541,100,33,511,249,67,262,13,61,0,0,0,0.49,0.86,0
1316333542,100,19,511,249,81,262,6,29,0,0,0,0.49,0.86,0
1316333543,100,24,511,249,76,262,9,46,0,0,0,0.45,0.85,0
1316333544,100,35,511,249,65,262,8,39,0,0,0,0.45,0.85,0
1316333545,100,22,511,249,78,262,7,24,0,0,0,0.45,0.85,0
1316333546,100,36,511,249,64,262,6,31,0,0,0,0.45,0.85,0
1316333547,100,19,511,249,81,262,9,44,0,0,0,0.45,0.85,0
1316333548,100,21,511,249,79,262,9,47,0,0,0,0.41,0.83,0
1316333549,100,13,511,249,87,262,10,45,0,0,0,0.41,0.83,0
1316333550,100,48,511,249,52,262,13,72,0,0,0,0.41,0.83,0
1316333551,100,35,511,249,65,262,8,36,0,0,0,0.41,0.83,0
1316333552,100,16,511,249,84,262,7,26,0,0,0,0.41,0.83,0
1316333553,100,33,511,249,67,262,10,48,0,0,0,0.41,0.83,0
1316333554,100,30,511,249,70,262,9,42,0,0,0,0.38,0.82,0
1316333555,100,27,511,249,73,262,8,45,0,0,0,0.38,0.82,0
1316333556,100,23,511,249,77,262,11,47,0,0,0,0.38,0.82,0
1316333557,100,18,511,249,82,262,8,50,0,0,0,0.38,0.82,0
1316333558,100,29,511,249,71,262,11,53,0,0,0,0.38,0.82,0
1316333559,100,14,511,249,86,262,8,40,0,0,0,0.35,0.81,0
1316333560,100,30,511,249,70,262,12,59,0,0,0,0.35,0.81,0
1316333561,100,14,511,249,86,262,10,41,0,0,0,0.35,0.81,0
1316333562,100,26,511,249,74,262,11,70,0,0,0,0.35,0.81,0
1316333563,100,22,511,249,78,262,10,57,0,0,0,0.35,0.81,0
1316333564,100,43,511,250,57,261,16,75,0,0,0,0.32,0.79,0
1316333565,100,31,511,250,69,261,10,60,0,0,0,0.32,0.79,0
1316333566,100,19,511,250,81,261,9,41,0,0,0,0.32,0.79,0
1316333567,100,21,511,250,79,261,9,43,0,0,0,0.32,0.79,0
1316333568,100,35,511,250,65,261,13,53,0,0,0,0.32,0.79,0
1316333569,100,10,511,250,90,261,8,42,0,0,0,0.45,0.81,0
1316333570,100,13,511,250,87,261,6,31,0,0,0,0.45,0.81,0
1316333571,100,40,511,250,60,261,14,63,0,0,0,0.45,0.81,0
1316333572,100,41,511,250,59,261,12,62,0,0,0,0.45,0.81,0
1316333573,100,24,511,250,76,261,11,54,0,0,0,0.45,0.81,0
1316333574,100,26,511,250,74,261,9,38,0,0,0,0.50,0.81,0
1316333575,100,33,511,250,67,261,9,46,0,0,0,0.50,0.81,0
1316333576,100,8,511,250,92,261,3,14,0,0,0,0.50,0.81,0
1316333577,100,5,511,250,95,261,6,29,0,0,0,0.50,0.81,0
1316333578,100,32,511,250,68,261,9,50,0,0,0,0.50,0.81,0
1316333579,100,10,511,250,90,261,7,20,0,0,0,0.46,0.80,0
1316333580,100,12,511,250,88,261,8,38,0,0,0,0.46,0.80,0
1316333581,100,31,511,250,69,261,12,46,0,0,0,0.46,0.80,0
1316333582,100,53,511,250,47,261,13,59,0,0,0,0.46,0.80,0
1316333583,100,46,511,250,54,261,14,55,0,0,0,0.46,0.80,0
1316333584,100,21,511,250,79,261,11,60,0,0,0,0.66,0.84,0
1316333585,100,22,511,250,78,261,7,33,0,0,0,0.66,0.84,0
1316333586,100,18,511,250,82,261,7,27,0,0,0,0.66,0.84,0
1316333587,100,28,511,250,72,261,10,48,0,0,0,0.66,0.84,0
1316333588,100,11,511,250,89,261,10,37,0,0,0,0.66,0.84,0
1316333589,100,15,511,250,85,261,9,37,0,0,0,0.61,0.82,0
1316333590,100,32,511,250,68,261,10,47,0,0,0,0.61,0.82,0
1316333591,100,14,511,250,86,261,10,53,0,0,0,0.61,0.82,0
1316333592,100,12,511,250,88,261,7,29,0,0,0,0.61,0.82,0
1316333593,100,31,511,250,69,261,8,38,0,0,0,0.61,0.82,0
1316333594,100,24,511,250,76,261,6,30,0,0,0,0.88,0.88,0
1316333595,100,25,511,250,75,261,12,50,0,0,0,0.88,0.88,0
1316333596,100,41,511,250,59,261,9,48,0,0,0,0.88,0.88,0
1316333597,100,15,511,250,85,261,6,18,0,0,0,0.88,0.88,0
1316333598,100,12,511,250,88,261,8,44,0,0,0,0.88,0.88,0
1316333599,100,14,511,250,86,261,7,38,0,0,0,0.81,0.86,0
1316333600,100,56,511,250,44,261,10,60,0,0,0,0.81,0.86,0
1316333601,100,6,511,251,94,260,8,36,0,0,0,0.81,0.86,0
1316333602,100,19,511,251,81,260,5,26,0,0,0,0.81,0.86,0
1316333603,100,15,511,251,85,260,9,39,0,0,0,0.81,0.86,0
1316333604,100,12,511,251,88,260,9,42,0,0,0,0.74,0.85,0
1316333605,100,8,511,251,92,260,9,42,0,0,0,0.74,0.85,0
1316333606,100,35,511,251,65,260,12,55,0,0,0,0.74,0.85,0
1316333607,100,25,511,251,75,260,9,42,0,0,0,0.74,0.85,0
1316333608,100,18,511,251,82,260,10,43,0,0,0,0.74,0.85,0
1316333609,100,17,511,251,83,260,10,51,0,0,0,0.76,0.85,0
1316333610,100,34,511,251,66,260,12,47,0,0,0,0.76,0.85,0
1316333611,100,38,511,251,62,260,9,41,0,0,0,0.76,0.85,0
1316333612,100,25,511,251,75,260,9,25,0,0,0,0.76,0.85,0
1316333613,100,21,511,251,79,260,9,41,0,0,0,0.76,0.85,0
1316333614,100,49,511,251,51,260,12,58,0,0,0,0.70,0.83,0
1316333615,100,8,511,251,92,260,8,39,0,0,0,0.70,0.83,0
1316333616,100,15,511,251,85,260,13,51,0,0,0,0.70,0.83,0
1316333617,100,27,511,251,73,260,9,39,0,0,0,0.70,0.83,0
1316333618,100,15,511,251,85,260,6,28,0,0,0,0.70,0.83,0
1316333619,100,18,511,251,82,260,9,44,0,0,0,0.65,0.82,0
1316333620,100,31,511,251,69,260,9,36,0,0,0,0.65,0.82,0
1316333621,100,15,511,251,85,260,8,27,0,0,0,0.65,0.82,0
1316333622,100,21,511,251,79,260,10,52,0,0,0,0.65,0.82,0
1316333623,100,43,511,251,57,260,12,65,0,0,0,0.65,0.82,0
1316333624,100,12,511,251,88,260,7,38,0,0,0,0.59,0.81,0
1316333625,100,34,511,251,66,260,8,35,0,0,0,0.59,0.81,0
1316333626,100,39,511,251,61,260,14,72,0,0,0,0.59,0.81,0
1316333627,100,33,511,251,67,260,6,23,0,0,0,0.59,0.81,0
1316333628,100,23,511,251,77,260,10,50,0,0,0,0.63,0.81,0
1316333629,100,39,511,251,61,260,11,61,0,0,0,0.63,0.81,0
1316333630,100,24,511,251,76,260,10,50,0,0,0,0.63,0.81,0
1316333631,100,42,511,251,58,260,11,48,0,0,0,0.63,0.81,0
1316333632,100,24,511,251,76,260,7,27,0,0,0,0.63,0.81,0
1316333633,100,23,511,251,77,260,10,50,0,0,0,0.58,0.80,0
1316333634,100,21,511,251,79,260,9,51,0,0,0,0.58,0.80,0
1316333635,100,7,511,251,93,260,7,32,0,0,0,0.58,0.80,0
1316333636,100,53,511,251,47,260,12,48,0,0,0,0.58,0.80,0
1316333637,100,56,511,251,44,260,13,64,0,0,0,0.58,0.80,0
1316333638,100,15,511,252,85,259,6,34,0,0,0,0.53,0.78,0
1316333639,100,19,511,252,81,259,7,34,0,0,0,0.53,0.78,0
1316333640,100,21,511,252,79,259,11,46,0,0,0,0.53,0.78,0
1316333641,100,30,511,252,70,259,11,54,0,0,0,0.53,0.78,0
1316333642,100,36,511,252,64,259,10,41,0,0,0,0.53,0.78,0
1316333643,100,27,511,252,73,259,8,37,0,0,0,0.65,0.80,0
1316333644,100,21,511,252,79,259,11,43,0,0,0,0.65,0.80,0
1316333645,100,18,511,252,82,259,15,64,0,0,0,0.65,0.80,0
1316333646,100,37,511,252,63,259,10,58,0,0,0,0.65,0.80,0
1316333647,100,30,511,252,70,259,10,45,0,0,0,0.65,0.80,0
1316333648,100,16,511,252,84,259,7,36,0,0,0,0.67,0.81,0
1316333649,100,27,511,252,73,259,9,51,0,0,0,0.67,0.81,0
1316333650,100,29,511,252,71,259,10,50,0,0,0,0.67,0.81,0
1316333651,100,3,511,252,97,259,8,54,0,0,0,0.67,0.81,0
1316333652,100,9,511,252,91,259,9,50,0,0,0,0.67,0.81,0
1316333653,100,26,511,252,74,259,6,24,0,0,0,0.62,0.79,0
1316333654,100,20,511,252,80,259,9,40,0,0,0,0.62,0.79,0
1316333655,100,18,511,252,82,259,9,43,0,0,0,0.62,0.79,0
1316333656,100,16,511,252,84,259,10,51,0,0,0,0.62,0.79,0
1316333657,100,28,511,252,72,259,16,37,0,0,0,0.62,0.79,0
1316333658,100,28,511,252,72,259,9,40,0,0,0,0.57,0.78,0
1316333659,100,17,511,252,83,259,10,42,0,0,0,0.57,0.78,0
1316333660,100,14,511,252,86,259,11,53,0,0,0,0.57,0.78,0
1316333661,100,23,511,252,77,259,12,54,0,0,0,0.57,0.78,0
1316333662,100,9,511,252,91,259,8,32,0,0,0,0.57,0.78,0
1316333663,100,12,511,252,88,259,6,32,0,0,0,0.60,0.78,0
1316333664,100,19,511,252,81,259,8,37,0,0,0,0.60,0.78,0
1316333665,100,6,511,252,94,259,4,18,0,0,0,0.60,0.78,0
1316333666,100,57,511,252,43,259,10,43,0,0,0,0.60,0.78,0
1316333667,100,42,511,252,58,259,11,46,0,0,0,0.60,0.78,0
1316333668,100,23,511,252,77,259,12,62,0,0,0,0.56,0.77,0
1316333669,100,24,511,252,76,259,7,31,0,0,0,0.56,0.77,0
1316333670,100,6,511,252,94,259,6,26,0,0,0,0.56,0.77,0
1316333671,100,17,511,252,83,259,10,46,0,0,0,0.56,0.77,0
1316333672,100,41,511,252,59,259,10,50,0,0,0,0.56,0.77,0
1316333673,100,21,511,252,79,259,8,47,0,0,0,0.51,0.76,0
1316333674,100,44,511,252,56,259,13,64,0,0,0,0.51,0.76,0
1316333675,100,30,511,252,70,259,9,48,0,0,0,0.51,0.76,0
1316333676,100,8,511,252,92,259,9,55,0,0,0,0.51,0.76,0
1316333677,100,8,511,252,92,259,6,34,0,0,0,0.51,0.76,0
1316333678,100,31,511,252,69,259,13,67,0,0,0,0.55,0.76,0
1316333679,100,32,511,252,68,259,8,45,0,0,0,0.55,0.76,0
1316333680,100,11,511,252,89,259,8,27,0,0,0,0.55,0.76,0
1316333681,100,23,511,252,77,259,6,34,0,0,0,0.55,0.76,0
1316333682,100,57,511,252,43,259,13,58,0,0,0,0.55,0.76,0
1316333683,100,13,511,252,87,259,7,41,0,0,0,0.59,0.76,0
1316333684,100,25,511,252,75,259,10,47,0,0,0,0.59,0.76,0
1316333685,100,9,511,252,91,259,8,38,0,0,0,0.59,0.76,0
1316333686,100,19,511,253,81,258,11,51,0,0,0,0.59,0.76,0
1316333687,100,19,511,253,81,258,14,81,0,0,0,0.59,0.76,0
1316333688,100,16,511,253,84,258,8,39,0,0,0,0.70,0.78,0
1316333689,100,23,511,253,77,258,11,46,0,0,0,0.70,0.78,0
1316333690,100,24,511,253,76,258,9,52,0,0,0,0.70,0.78,0
1316333691,100,41,511,253,59,258,13,44,0,0,0,0.70,0.78,0
1316333692,100,49,511,253,51,258,8,45,0,0,0,0.70,0.78,0
1316333693,100,12,511,253,88,258,7,33,0,0,0,0.64,0.77,0
1316333694,100,8,511,253,92,258,6,30,0,0,0,0.64,0.77,0
1316333695,100,18,511,253,82,258,8,30,0,0,0,0.64,0.77,0
1316333696,100,37,511,253,63,258,6,31,0,0,0,0.64,0.77,0
1316333697,100,11,511,253,89,258,10,60,0,0,0,0.64,0.77,0
1316333698,100,23,511,253,77,258,6,23,0,0,0,0.59,0.76,0
1316333699,100,11,511,253,89,258,6,36,0,0,0,0.59,0.76,0
1316333700,100,22,511,253,78,258,10,48,0,0,0,0.59,0.76,0
1316333701,100,35,511,253,65,258,7,33,0,0,0,0.59,0.76,0
1316333702,100,26,511,253,74,258,13,51,0,0,0,0.59,0.76,0
1316333703,100,26,511,253,74,258,9,49,0,0,0,0.54,0.74,0
1316333704,100,39,511,253,61,258,11,56,0,0,0,0.54,0.74,0
1316333705,100,37,511,253,63,258,12,60,0,0,0,0.54,0.74,0
1316333706,100,24,511,253,76,258,6,25,0,0,0,0.54,0.74,0
1316333707,100,26,511,253,74,258,9,51,0,0,0,0.54,0.74,0
1316333708,100,30,511,253,70,258,14,68,0,0,0,0.50,0.73,0
1316333709,100,16,511,253,84,258,5,31,0,0,0,0.50,0.73,0
1316333710,100,45,511,253,55,258,12,40,0,0,0,0.50,0.73,0
1316333711,100,12,511,253,88,258,8,43,0,0,0,0.50,0.73,0
1316333712,100,23,511,253,77,258,9,51,0,0,0,0.50,0.73,0
1316333713,100,18,511,253,82,258,10,44,0,0,0,0.50,0.73,0
1316333714,100,31,511,253,69,258,12,61,0,0,0,0.46,0.72,0
1316333715,100,40,511,253,60,258,11,57,0,0,0,0.46,0.72,0
1316333716,100,17,511,253,83,258,8,44,0,0,0,0.46,0.72,0
1316333717,100,18,511,253,82,258,9,44,0,0,0,0.46,0.72,0
1316333718,100,26,511,253,74,258,10,48,0,0,0,0.46,0.72,0
1316333719,100,17,511,253,83,258,10,44,0,0,0,0.42,0.71,0
1316333720,100,30,511,253,70,258,11,62,0,0,0,0.42,0.71,0
1316333721,100,15,511,253,85,258,6,37,0,0,0,0.42,0.71,0
1316333722,100,22,511,253,78,258,10,34,0,0,0,0.42,0.71,0
1316333723,100,15,511,253,85,258,8,38,0,0,0,0.42,0.71,0
1316333724,100,14,511,253,86,258,7,33,0,0,0,0.55,0.73,0
1316333725,100,19,511,253,81,258,7,28,0,0,0,0.55,0.73,0
1316333726,100,19,511,253,81,258,5,20,0,0,0,0.55,0.73,0
1316333727,100,22,511,253,78,258,9,41,0,0,0,0.55,0.73,0
1316333728,100,12,511,253,88,258,6,33,0,0,0,0.55,0.73,0
1316333729,100,26,511,253,74,258,9,37,0,0,0,0.50,0.72,0
1316333730,100,37,511,253,63,258,8,38,0,0,0,0.50,0.72,0
1316333731,100,18,511,253,82,258,11,64,0,0,0,0.50,0.72,0
1316333732,100,36,511,253,64,258,10,42,0,0,0,0.50,0.72,0
1316333733,100,20,511,253,80,258,14,84,0,0,0,0.50,0.72,0
1316333734,100,28,511,253,72,258,11,50,0,0,0,0.46,0.70,0
1316333735,100,23,511,253,77,258,6,29,0,0,0,0.46,0.70,0
1316333736,100,21,511,253,79,258,10,47,0,0,0,0.46,0.70,0
1316333737,100,14,511,253,86,258,8,46,0,0,0,0.46,0.70,0
1316333738,100,25,511,253,75,258,7,30,0,0,0,0.46,0.70,0
1316333739,100,34,511,253,66,258,11,52,0,0,0,0.43,0.69,0
1316333740,100,14,511,254,86,257,5,24,0,0,0,0.43,0.69,0
1316333741,100,27,511,254,73,257,6,27,0,0,0,0.43,0.69,0
1316333742,100,5,511,254,95,257,5,27,0,0,0,0.43,0.69,0
1316333743,100,13,511,254,87,257,5,17,0,0,0,0.43,0.69,0
1316333744,100,24,511,254,76,257,16,89,0,0,0,0.39,0.68,0
1316333745,100,14,511,254,86,257,8,42,0,0,0,0.39,0.68,0
1316333746,100,19,511,254,81,257,5,24,0,0,0,0.39,0.68,0
1316333747,100,25,511,254,75,257,5,18,0,0,0,0.39,0.68,0
1316333748,100,14,511,254,86,257,5,18,0,0,0,0.39,0.68,0
1316333749,100,32,511,254,68,257,9,51,0,0,0,0.36,0.67,0
1316333750,100,13,511,254,87,257,7,27,0,0,0,0.36,0.67,0
1316333751,100,12,511,254,88,257,8,39,0,0,0,0.36,0.67,0
1316333752,100,29,511,254,71,257,7,29,0,0,0,0.36,0.67,0
1316333753,100,16,511,254,84,257,7,32,0,0,0,0.36,0.67,0
1316333754,100,14,511,254,86,257,7,39,0,0,0,0.33,0.66,0
1316333755,100,38,511,254,62,257,10,51,0,0,0,0.33,0.66,0
1316333756,100,21,511,254,79,257,10,48,0,0,0,0.33,0.66,0
1316333757,100,27,511,254,73,257,9,44,0,0,0,0.33,0.66,0
1316333758,100,25,511,254,75,257,6,29,0,0,0,0.33,0.66,0
1316333759,100,22,511,254,78,257,8,37,0,0,0,0.30,0.65,0
1316333760,100,22,511,254,78,257,5,22,0,0,0,0.30,0.65,0
1316333761,100,24,511,254,76,257,7,37,0,0,0,0.30,0.65,0
1316333762,100,20,511,254,80,257,5,20,0,0,0,0.30,0.65,0
1316333763,100,41,511,254,59,257,8,32,0,0,0,0.30,0.65,0
1316333764,100,18,511,254,82,257,7,29,0,0,0,0.36,0.65,0
1316333765,100,37,511,254,63,257,9,51,0,0,0,0.36,0.65,0
1316333766,100,17,511,254,83,257,8,40,0,0,0,0.36,0.65,0
1316333767,100,12,511,254,88,257,5,32,0,0,0,0.36,0.65,0
1316333768,100,12,511,254,88,257,7,22,0,0,0,0.36,0.65,0
1316333769,100,21,511,254,79,257,4,21,0,0,0,0.33,0.64,0
1316333770,100,27,511,254,73,257,9,33,0,0,0,0.33,0.64,0
1316333771,100,17,511,254,83,257,6,27,0,0,0,0.33,0.64,0
1316333772,100,22,511,254,78,257,6,29,0,0,0,0.33,0.64,0
1316333773,100,16,511,254,84,257,8,45,0,0,0,0.33,0.64,0
1316333774,100,26,511,254,74,257,6,28,0,0,0,0.38,0.65,0
1316333776,100,13,511,254,87,257,10,42,0,0,0,0.38,0.65,0
1316333776,100,6,511,254,94,257,4,31,0,0,0,0.38,0.65,0
1316333777,100,9,511,254,91,257,4,17,0,0,0,0.38,0.65,0
1316333778,100,22,511,254,78,257,9,34,0,0,0,0.38,0.65,0
1316333779,100,7,511,254,93,257,4,22,0,0,0,0.43,0.65,0
1316333780,100,19,511,254,81,257,10,31,0,0,0,0.43,0.65,0
1316333781,100,12,511,254,88,257,5,14,0,0,0,0.43,0.65,0
1316333782,100,20,511,254,80,257,6,26,0,0,0,0.43,0.65,0
1316333783,100,16,511,254,84,257,8,26,0,0,0,0.43,0.65,0
1316333784,100,12,511,254,88,257,10,42,0,0,0,0.40,0.64,0
1316333785,100,9,511,254,91,257,8,31,0,0,0,0.40,0.64,0
1316333786,100,26,511,254,74,257,8,39,0,0,0,0.40,0.64,0
1316333787,100,12,511,254,88,257,9,44,0,0,0,0.40,0.64,0
1316333788,100,14,511,254,86,257,6,42,0,0,0,0.37,0.63,0
1316333789,100,13,511,254,87,257,7,30,0,0,0,0.37,0.63,0
1316333790,100,4,511,254,96,257,6,16,0,0,0,0.37,0.63,0
1316333791,100,11,511,254,89,257,5,23,0,0,0,0.37,0.63,0
1316333792,100,24,511,254,76,257,10,31,0,0,0,0.37,0.63,0
1316333793,100,11,511,254,89,257,10,54,0,0,0,0.34,0.62,0
1316333794,100,30,511,254,70,257,9,38,0,0,0,0.34,0.62,0
1316333795,100,24,511,254,76,257,9,52,0,0,0,0.34,0.62,0
1316333796,100,16,511,254,84,257,5,22,0,0,0,0.34,0.62,0
1316333797,100,35,511,254,65,257,9,40,0,0,0,0.34,0.62,0
1316333798,100,12,511,254,88,257,6,32,0,0,0,0.31,0.61,0
1316333799,100,8,511,254,92,257,6,25,0,0,0,0.31,0.61,0
1316333800,100,24,511,254,76,257,6,28,0,0,0,0.31,0.61,0
1316333801,100,4,511,254,96,257,10,54,0,0,0,0.31,0.61,0
1316333802,100,18,511,254,82,257,6,30,0,0,0,0.31,0.61,0
1316333803,100,11,511,254,89,257,4,19,0,0,0,0.28,0.60,0
